Title,URL,Source,Journalist(s),Published Date,Content,Category,Label
Investigation Finds Elon Musk’s Hair-Plug Guy Given Highest Security Clearance,https://theonion.com/investigation-finds-elon-musks-hair-plug-guy-given-highest-security-clearance/,The Onion,,11-02-25,"WASHINGTON—Raising alarm over what the report called a major breach, a watchdog investigation discovered Tuesday that Elon Musk’s hair-plug guy had been granted high-level security clearance by the U.S. State Department. “Records indicate that a hair restoration specialist received top secret security clearance despite having no pertinent qualifications or experience beyond performing hair-plug procedures on Silicon Valley tech billionaires,” the report read in part, stating that the plastic surgeon was provided with unchecked access to the nation’s most sensitive information after leveraging a close relationship that began when he first grafted hair onto the Tesla CEO’s balding head in 2010. “While Musk claims that the hair transplant technician is only using the authorization to help identify bald men in the government and schedule appointments, there is no way to know for sure. Furthermore, we have every reason to believe the hair loss expert is an agent of the Turkish government, given his work restoring the hairlines of President Erdoğan’s inner circle.” At press time, State of Secretary Marco Rubio declined to provide any insight on the decision-making process while scratching the many tiny scabs on his shaved scalp.

",Economy,0
Humanitarian Organizations Arrive In Philadelphia To Feed City’s Hungover Residents,https://theonion.com/humanitarian-organizations-arrive-in-philadelphia-to-feed-citys-hungover-residents/,The Onion,,10-02-25,"PHILADELPHIA—Bravely responding to a citywide crisis, humanitarian organizations from across the globe arrived in Philadelphia early Monday to feed the city’s hungover residents. “We cannot in good conscience allow these people to stay this hungover without stepping in to feed them the greasy starches they so desperately need,” said a volunteer from the U.N. who distributed Gatorade, Pedialyte, and brown paper bags translucent with french-fry oil to a crowd of several dozen residents struggling to open their eyes or calm their sour stomachs. “Our main concern is the ones who can’t lift their throbbing heads enough to soak up the booze on their own. We’ve covered them in blankets until they can find their vomit-covered shirts, but it’s still too soon to tell whether they’ll be able to keep the Advil down. Luckily, Doctors without Borders is here to administer Bloody Marys to those urgently requiring some hair of the dog.” At press time, the American Red Cross tent had reportedly begun screening the fourth season ofFrasierso affected residents could pass out on their cots to something familiar.

",World News,0
Melania Trump Holds Paint Swatches Up Against Bellowing Void,https://theonion.com/melania-trump-holds-paint-swatches-up-against-bellowing-void/,The Onion,,6-02-25,,Politics,0
Department Of Interior Bans Unlikely Animal Friendships,https://theonion.com/department-of-interior-bans-unlikely-animal-friendships/,The Onion,,5-02-25,"WASHINGTON—Fulfilling a campaign promise made by President Donald Trump, the U.S. Department of the Interior announced Wednesday that it was enacting a ban on unlikely animal friendships, effective immediately. “Starting today, any animal found frolicking or snuggling with an animal of another species—for example, a chimp cuddling a puppy or a magpie preening a pig—is in violation of the law and will be prosecuted accordingly,” said Interior Secretary Doug Burgum, adding that the word “unlikely” would be replaced with the more scientifically accurate descriptor “unnatural” in all government documents going forward. “Americans are fed up with having adorable interspecies companions shoved down their throats. If you witness a fox paling around with a goat or a tortoise sharing a strawberry with a guinea pig, we ask that you report it to the authorities. And if you’re a lion who’s befriended a pigeon or a coyote thinking about napping with a chipmunk, just know that we see you and we’re coming for you.” At press time, Burgum denounced reports that his own pet golden retriever was friends with a local squirrel as “more lies from the left-wing media.”

",Environment,0
Fired FBI Agent Glumly Suction-Cup-Walks Down Side Of Building,https://theonion.com/fired-fbi-agent-glumly-suction-cup-walks-down-side-of-building/,The Onion,,5-02-25,,Human Interest,0
Trump Worried Day Working At McDonald’s Will Screw Up Taxes,https://theonion.com/trump-worried-day-working-at-mcdonalds-will-screw-up-taxes/,The Onion,,4-02-25,"WASHINGTON—Complaining that all the extra income would likely bump him up to a higher bracket, President Donald Trump told reporters Tuesday he was worried that the day he spent working at McDonald’s while on the campaign trail would screw up his taxes. “Last year, my taxes were perfect, but this 1099 is going to send my earnings through the roof,”  said the 45th and 47th president of the United States, adding that while he was accustomed to receiving significant refunds from the federal government, his paycheck from the fast food restaurant would likely throw everything off. “Sure, it was fun working the fryer and the drive-thru, but I’m not a full-time employee, so that self-employment tax is going to really screw me. And now I’m going to have to pay taxes in Pennsylvania. I should have just listened to my tax guy and taken cash.” At press time, reports confirmed Trump had opted to skip the hassle of filing his taxes and dissolve the IRS instead.

",Politics,0
"Jeff Bezos Changes Washington Post’s Slogan To ‘Love You, Babe’ After Getting Into Fight With Lauren Sánchez",https://theonion.com/jeff-bezos-changes-washington-posts-slogan-to-love-you-babe-after-getting-into-fight-with-lauren-sanchez/,The Onion,,4-02-25,"WASHINGTON—In an effort to patch things up in their relationship, billionaire Jeff Bezos reportedly changedThe Washington Post‘s slogan to “Love You, Babe” Tuesday after getting into a fight with his fiancée, Lauren Sánchez. “As of now, these words of affection are emblazoned onThe Post‘s homepage and on all copies of the newspaper, and they will remain there until the two of them make up,” said executive editor Matt Murray, adding that instead of the traditional black, the paper’s articles would be printed in lilac, which is reportedly Sánchez’s favorite color. “We’re hoping this is a small row that won’t last that long. A few months back they got into a big blowout, and we ended up having to publish an entire month’s worth of editorials about what a vibrant and sophisticated woman she is, plus a front page story about how their trip to Barbados was the vacation of a lifetime. But if this is just a disagreement about something trivial, we might be able to run a couple lifestyle features about the way the sunlight glints off her hair in the morning and leave it at that.” At press time, a groaning Murray confirmed that he was in for a difficult few days after seeing that the arrow in the Amazon logo had turned into a frown.

",Economy,0
Elon Musk Offers Self $10 Billion Federal Buyout,https://theonion.com/elon-musk-offers-self-10-billion-federal-buyout/,The Onion,,3-02-25,"WASHINGTON—Saying he was just more deadweight hampering the executive branch’s ability to function efficiently, Elon Musk confirmed Monday that he had offered himself $10 billion to resign from his position as head of President Trump’s Department of Government Efficiency. “Like many other federal employees, I too have been presented with a buyout option as part of my effort to create a more streamlined and flexible government workforce,” said Musk, adding that he had given himself until Feb. 6 to accept the terms of a “dignified, fair departure” from his government position. “On the one hand, this job has been really, really good to me. On the other, it might make sense to quit now and avoid the risk of being downsized by myself later on.” At press time, Musk had reportedly upped his buyout offer to $20 billion but had yet to convince himself that number was anywhere close to what he could rake in with unprecedented control of the federal bureaucracy.



",Economy,0
Americans Start Stockpiling Moose Ahead Of Tariffs,https://theonion.com/americans-start-stockpiling-moose-ahead-of-tariffs/,The Onion,,3-02-25,"WASHINGTON—Rushing to purchase the hoofed mammals before the Trump administration’s tariffs on Canadian imports went into effect, Americans across the country were reportedly stockpiling moose on Monday. “Prices of moose are already high, and I’m worried with these tariffs, they could surge even higher,” said 43-year-old Iowa City, IA resident Zachary Beattie, who was just one of millions of Americans loading up their shopping carts and stuffing the trunks of their cars with the largest member of the deer family. “The president says this will strengthen the power of the American moose, but I don’t know. All I’m saying is when the time comes, I’m not going to be caught mooseless. I have a wife and kids to think about, so hopefully six moose is enough.” At press time, the U.S. populace was hopeful the month-long delay on Mexico tariffs would grant them ample time to stock up on jaguars.

",Environment,0
Trump To Victims’ Families: ‘I’m Doing Everything Possible To Resegregate Flight Schools’,https://theonion.com/trump-to-victims-families-im-doing-everything-possible-to-resegregate-flight-schools/,The Onion,,31-01-25,"WASHINGTON—Pledging to restore racial purity to the nation’s aviation programs, President Donald Trump assured the families of American Eagle Flight 5342 victims on Friday that he was doing everything possible to resegregate flight schools. “You have my promise that I’m working around the clock to make sure our beautiful Caucasian pilots—who are just trying to focus on training without any ‘woke’ distractions—will no longer be thrown together with the Black pilots and others like them,” Trump said in one of dozens of personal phone calls he made to loved ones of the 67 people lost in the tragic midair crash. “In this incredible country’s best aviation schools, we will have the biggest ‘Whites Only’ signs on each classroom door, so everyone knows that DEI is not welcome there. No more mixing in our cockpits. Only the whitest, purest pilots can fly from this day forward.” Trump then grew visibly emotional, adding that he was sure this was what every soul who perished in the disaster would have wanted.

",Politics,0
Flu Vaccines: Myth Vs. Fact,https://theonion.com/flu-vaccines-myth-vs-fact/,The Onion,,31-01-25,"Despite CDC recommendations that everyone get their shot by the end of October, less than half of American adults receive flu vaccines, with many refraining due to misinformation they encounter online.The Onionbreaks down common myths about immunizations and how they really affect the body.

MYTH: The flu shot is free.

FACT: While the flu shot is covered by most insurance, including Medicare, you’ll never get back those 40 minutes you spent in line.

MYTH: This won’t hurt.

FACT: Motherfucker!

MYTH: I had the vaccine and still got the flu, so it doesn’t work.

FACT: It’s your body that doesn’t work.

MYTH: If I’m allergic to eggs, I can’t get the flu shot.

FACT: If you’re allergic to eggs, you can’t get a western omelet.

MYTH: Hi, I had an appointment to get my flu shot at 4:45?

FACT: Your silly, artificial construct of time is meaningless here at the Walgreens pharmacy counter.

MYTH: The flu shot can have strong side effects like fever and fatigue.

FACT: Movie day!

MYTH: I’m pregnant, so I shouldn’t get the flu shot.

FACT: Honey, what? I thought you were on the pill!

MYTH: It’s too late to get the flu vaccine.

FACT: The flu vaccine can be administered safely up to two weeks after rigor mortis.

MYTH: Flu shots are only for kids and the elderly.

FACT: Kids and the elderly are just much easier to force into getting them.

",Science,0
Nation Vies For   Approval Of Cool Dog,https://theonion.com/nation-vies-for-approval-of-cool-dog/,The Onion,,31-01-25,"WASHINGTON—Hopelessly captivated by the animal’s cheerful energy and striking appearance, the U.S. populace reportedly converged upon a D.C.-area park Tuesday where sources confirmed that all 340 million Americans were vying for the approval of a cool dog.

Several reports indicated the charismatic, carefree border collie, named Scout, was first spotted dashing across Georgetown Waterfront Park, leaping high into the air, catching a Frisbee in his mouth, and then running back to drop the disc at his owner’s feet. Americans across the country were said to have gasped and stopped in their tracks before eagerly making their way to the cool dog, patting their thighs, and complimenting him in a higher-than-normal register.

“Oh my gosh, what an amazing pup,” said Connecticut resident and MRI technician Ken Piper, one of millions who descended upon the park to bend forward and offer the back of their hand for the easy-going canine to sniff. “Just look at that adorable furry face and those perky ears. He’s so calm and composed. He never seems to doubt himself.”

Sources said the entire population circled around Scout and jockeyed for positions near him, kneeling down on the ground and reaching out to shake his paw. The nation reportedly made countless overtures to court the border collie’s favor, such as whistling, jumping up and down, and barking in imitation of him.

In the hours since discovering the cool dog, Americans are believed to have offered him millions of tennis balls, squeaky toys, and knotted tug ropes, though none of the gifts have prompted the animal to reciprocate even a fraction of the interest being directed at him.

“Hey, buddy, look at this stick! Here’s a stick,” said Kansas paralegal Erica Shane, who desperately pleaded for Scout’s attention among throngs of stick-waving Americans before she threw her own stick and it joined a hail of similar projectiles, all of which landed in a massive heap several feet behind the dog. “All right, buddy, goooooo get it!”

Millions of Americans are reported to have watched forlornly as Scout merely scratched at his left ear instead of heeding their frantic cries of “Go get the stick!”

According to a nationwide poll, 81% of respondents said they wanted to give Scout a nice, long belly rub; 98% described the border collie as “a good dog, a very good dog”; and 67% confirmed they wanted a big slobbery kiss from the pooch.

No respondents indicated they had established a strong rapport with the dog, though all expressed confidence they would soon be best friends with Scout.

While eyewitnesses said it briefly appeared that a Louisiana woman named Sonia Cattrall had gotten Scout to pursue her, it soon became clear the border collie had merely been chasing a squirrel and had not been engaging with any particular person.

At press time, tragedy struck as thousands were reportedly trampled to death, a stampede having ensued when all 340 million Americans frantically scrambled toward Scout to wave goodbye after the dog’s owner called him to her car.

",World News,0
Trump Claims God Spared Him In Airplane Crash,https://theonion.com/trump-claims-god-spared-him-in-airplane-crash/,The Onion,,30-01-25,"WASHINGTON—Saying it was only by divine intervention that he was still standing, President Donald Trump stated during a press briefing Thursday that God had spared his life during last night’s midair collision of an Army helicopter and a passenger jet over the Potomac River. “Without the beautiful hand of God guiding that airplane away from the White House, I would have died in that terrible crash,” said Trump, who when informed by a reporter that the jetliner was on its approach to a runway at Reagan National Airport and not heading toward the Executive Residence interrupted to point out that the investigation was ongoing. “It’s very sad, what happened. Very sad. But it also could have been Air Force One in that crash, you know? God must have kept me alive for a reason, because it could easily have been me.” The president concluded his remarks by pumping his fist and chanting the word “Fight!” to himself as aides ushered him away from the podium.

",Politics,0
Cash-Strapped WeightWatchers Announces Butter Now Zero Points,https://theonion.com/cash-strapped-weightwatchers-announces-butter-now-zero-points/,The Onion,,30-01-25,"NEW YORK—In a desperate attempt to revive their floundering brand amid declining revenues, WeightWatchers officials announced Thursday that butter was now worth zero points. “Joining the likes of cauliflower, plain Greek yogurt, and air-popped popcorn, butter will now be a WeightWatchers ZeroPoint food, so go ahead and eat—or drink—as much as you like,” said interim CEO Tara Comonte, adding that to make planning easier, the company would be releasing its own brand of frozen butter that customers could purchase in their supermarket’s single-serve meals section. “In fact, our scientists have found that the mere act of chewing butter can burn an extraordinary number of calories. So go ahead, enjoy a stick or two! And if you prefer beef tallow, that’s –1 points. ” Comonte went on to state that members could also buy additional points online anytime they felt hungry.

",Science,0
Pros And Cons Of Ending Birthright Citizenship,https://theonion.com/pros-and-cons-of-ending-birthright-citizenship/,The Onion,,27-01-25,"The Justice Department has vowed to “vigorously defend” President Donald Trump’s executive order ending citizenship for U.S.-born children of undocumented immigrants after a federal judge temporarily blocked it.The Onionexamines the pros and cons of ending birthright citizenship.

PRO: A solid start to ending all rights

CON: Class of stateless refugees might not buy as many laundry pods

PRO: New legal obligation to hate kids

CON: Would reduce supply of cheap infant laborers

PRO: Saves immigrants embarrassment of associating themselves with America

CON: Harder to lure mail-order bride

PRO: Stops the Norwegian diaspora in its tracks

CON: Mixing up babies at hospital no longer fun, victimless prank

PRO: Statue of Liberty can become a fancy hat store

CON: Cruel, if you consider that a con

",Politics,0
Panicked Pottery Barn Executives Announce They Have Lost Control Of The Wicker,https://theonion.com/panicked-pottery-barn-executives-announce-they-have-lost-control-of-the-wicker/,The Onion,,27-01-25,"SAN FRANCISCO—In an emergency press conference at which she issued a stark warning to the nation, panicked Pottery Barn president Monica Bhargava announced Friday that the home furnishing chain had lost control of the wicker. “We long thought we could control the wicker, weaving it into whatever refined and relaxing form we desired, but we were wrong—dead wrong,” said a visibly shaken Bhargava, who revealed that the rattan menace had already woven vast swaths of the American landscape into outdoor sofas, woven totes, and all-weather coffee tables in its uncompromising pursuit of timeless craftsmanship. “Because of its resistance to rain, we’re powerless to stop it. So if you see the wicker, do not be tempted to settle into its warm, pliable texture. Just run. Run as fast as you can. Dear God, all we wanted to do was add a dash of elegance to our customers’ alfresco fun. How foolish we were.” Bhargava concluded the press conference by letting out a scream as the wicker swarmed into the room, crackled up the sides of the podium, and entombed her inside a beautiful handwoven pattern.

",Economy,0
"Pentagon Warns China Developing Love, The Greatest Weapon Of All",https://theonion.com/pentagon-warns-china-developing-love-the-greatest-weapon-of-all/,The Onion,,27-01-25,"ARLINGTON, VA—In a high-level alert that revealed a geo-political rival of the United States could soon become the first nation capable of wielding the most powerful force in the universe, the Pentagon warned Friday that China was actively developing love, the greatest weapon of all.

The alert, issued to the American public and top U.S. allies, stated that China had made significant advances in love, a transcendent source of strength that ultimately triumphs over any defenses an enemy might try to erect against it. Weapons experts confirmed that if it were unleashed, the all-consuming feeling could strike the hearts of billions throughout Asia and the Pacific, even reaching the West Coast of the United States.

“Our assessments indicate love is stronger than any technology possessed by the U.S. military,” said Defense Secretary Lloyd Austin, pledging to work with Japan, South Korea, Australia, and other regional partners to stop China from harnessing the invincible cosmic force that always emerges victorious. “Intelligence estimates suggest the program is in its final stages, so we must act quickly or love will overwhelm us and we will feel compelled to surrender to it.”

“If China succeeds, it will have the power to remake the global order by spreading universal love and understanding to every corner of the world,” Austin added.

Nations have vied for years to develop love, knowing it would provide their arsenals with a weapon that could overcome anyone or anything it encountered. According to sources within the Pentagon who spoke on condition of anonymity, the Defense Department’s own 10-year, $750 billion effort has failed to produce an abundance of love, bringing it no closer than it was a decade ago to equipping the military with a profound sense of devotion to one’s fellow human beings.

China is believed to have put similar resources into its far more successful program, with surveillance reports indicating that by 2030 the nation will have obtained an emotion that can create a profound sense of oneness with the universe. Previously, U.S. military analysts had questioned whether China possessed the emotional vulnerability necessary to develop love, believing it was still several decades away from acquiring a feeling so expansive it knows no bounds and flows outward into every aspect of existence.

In 2019, the U.N. issued sanctions after it found evidence of China’s intent to open itself up to love’s embrace, but inspectors reportedly underestimated just how quickly the smallest seed of tenderness could flourish into a garden of eternal love. Today, international observers expressed concerns that if the weapon were used, the world would see a fallout of hundreds or even thousands of years in which love would endure all things.

“It is clearly a show of strength by China to love like its heart has never been broken,” said Daniel Feng, an expert on Sino-American relations at Georgetown University, noting that China’s ultimate goal was to assert its right as a sovereign nation to love freely and unselfishly by letting go of fears and expectations. “Quite frankly, no one can escape the power of love, and China knows it. By putting their hearts on the line, they are signaling that at any given moment they could shower the United States with a love so fierce it would leave their international rival unrecognizable afterward.”

“So what should the Pentagon do now?” he continued. “With new theories suggesting it has the potential to be far, far stronger than love, America’s best strategy may be developing the technology to harness the power of mild annoyance.”

",Politics,0
National Beef Council Debuts New ‘You’re Supposed To Feel Like That’ Campaign,https://theonion.com/national-beef-council-debuts-new-youre-supposed-to-feel-like-that-campaign/,The Onion,,24-01-25,"CENTENNIAL, CO—With a series of television ads that will run in all major media markets and feature dozens of bloated, wincing celebrities, industry trade group the National Beef Council debuted its new “You’re Supposed To Feel Like That” campaign on Friday. “If your stomach hurts and you feel sleepy, that just means the beef is working,” the Emmy-nominated actress Sydney Sweeney says in one of the ads before taking a large, sensual bite of a hamburger as words like “intestinal cramping,” “acne,” and “heart disease” appear on the screen. “Sure, you may need to sprint to the bathroom, but that’s the point. If you’re not doubled over, shaking, and sweating through your shirt, then you need to eat more beef. You should be able to feel the beef in your colon.” The National Beef Council has simultaneously launched billboard and glossy magazine ads that feature a row of coffins with the tagline “Beef: It’s supposed to kill you.”

",Economy,0
What To Know About The Jan. 6 Pardons,https://theonion.com/what-to-know-about-the-jan-6-pardons/,The Onion,,23-01-25,"President Donald Trump pardoned approximately 1,500 rioters who participated in the Jan. 6, 2021 attack on the U.S. Capitol. Here is everything you need to know about the pardons and commutations:

Q: Who is celebrating the pardons?

A: All the nonviolent marijuana offenders who no longer have to share their cells with insurrectionists.

Q: Do the pardons include the leader of the Proud Boys, the man who assaulted a police officer with a metal bat, the man who pepper sprayed—?

A: We’re going to stop you right there. Yes.

Q: Is anyone still guilty?

A: Nancy Pelosi will be arrested for entering Nancy Pelosi’s office.

Q: How can I get a pardon?

A: Send Trump a photo of yourself bludgeoning a cop with a fire extinguisher.

Q: But didn’t Biden pardon his own family members?

A: Nice pivot!

Q: What happened to the rioter who wore the “Camp Auschwitz” T-shirt?

A: He’s currently leading polls for the open seat on your child’s school board.

Q: What about Ashli Babbitt?

A: She’s alive again.

Q: Is this a dark omen of more violence to come?

A: Don’t worry about it!Deal Or No Deal Islandis on.

Q: What’s next for the freed insurrectionists?

A: Returning to prison on domestic violence charges within six to eight months.

",Politics,0
Report: Best Pickup Technique Remains Approaching Woman And Saying ‘Ditch This Zero And Get With A Hero’,https://theonion.com/report-best-pickup-technique-remains-approaching-woman-and-saying-ditch-this-zero-and-get-with-a-hero/,The Onion,,23-01-25,"NEW YORK—Describing the time-tested method as a nearly guaranteed way of attracting a mate’s interest, a report released Thursday by Columbia University’s Department of Social Psychology found that the best pickup technique remained approaching a woman and saying “Ditch this zero and get with a hero.” “Our findings suggest this short phrase has an almost magnetic effect on women, who are often so impressed that they drop their partner immediately in order to start dating this apparently high-status suitor,” said Professor Henry Upton, who noted that stating “Hey babe, how about you ditch this zero and get with a hero?” was equally effective regardless of whether the woman was married, single, or simply out getting drinks with a friend. “Some women may be confused about who the ‘zero’ and ‘hero’ are that you’re referring to, which is why you should always point at yourself with both thumbs during the hero part. If she doesn’t get it right away, though, just move on to the next woman you see. It doesn’t matter if she’s just out walking her dog in the park, completely alone, or even standing at the altar with her betrothed. Eventually, one of these women will wake up to the fact that they’re with a total dud and could do way, way better.” Researchers added that if the woman responded affirmatively to the request, it was important to stare blankly back at her, shake one’s head in confusion, and then slowly walk home.

",Human Interest,0
Surgeon General Recommends Adding Cancer Warning To All Nuclear Bombs,https://theonion.com/surgeon-general-recommends-adding-cancer-warning-to-all-nuclear-bombs/,The Onion,,23-01-25,"WASHINGTON—Pointing to the mounting scientific evidence showing the risks of using such explosive devices, outgoing U.S. Surgeon General Vivek Murthy issued an advisory this week in which he recommended adding cancer warning labels to all nuclear bombs. “Nuclear bombs can cause cancer anywhere they are detonated, yet far too few Americans understand the dangers of standing in a nuclear blast zone for even a few minutes every day,” said Murthy, who described the warning labels as a necessary corrective to counter decades of misinformation from nuclear weapon makers. “Back in the ’50s and ’60s, detonating a thermonuclear device every once in a while was seen as a harmless way to blow off some steam with friends. These days, though, we know that’s not the case, particularly for those who are nursing or pregnant. These labels will ensure that Americans understand they are putting their health at stake when they set off a few fusion bombs during a night out.” Murthy added that California had already been applying such labels for decades and had seen a marked decline in nuclear bomb users.

",Science,0
Nutritionists Recommend Following Occasional Trail Of Sweets Into Dark Forest To Help Manage Cravings,https://theonion.com/nutritionists-recommend-following-occasional-trail-of-sweets-into-dark-forest-to-help-manage-cravings/,The Onion,,22-01-25,"NEW YORK—Saying the best healthy eating habits are the ones people can realistically stick to in the long term, a panel of New York University nutritionists issued recommendations Wednesday that included following the occasional trail of sweets into a dark forest to help manage cravings. “If your sweet tooth is making it difficult to stay on a diet plan that cuts out sugary treats entirely, there’s nothing wrong with being lured deep into a foreboding wood by a trail of otherworldly confections every now and then to keep those urges in check,” said nutritionist Lisa Alden, adding that people who let their cravings build up by denying them altogether are statistically more likely to undo their progress by binge-eating an entire gingerbread cottage. “You can set limits for yourself—like ‘I’m only going to follow this trail of sweets until the candy cane bridge’ or ‘I’m going to eat the caramels on the trail but leave the gumdrops so I can find my way back home’—to gain a greater sense of control over your appetite. Obviously, we’re not saying to gobble up every sticky bun you find nestled ominously in the branches of a sycamore tree, but in moderation, trails of sweets can absolutely be part of an overall healthy diet.” The nutritionists also noted that bog crones with high cholesterol levels are known to fatten up their victims two belt sizes before eating them.

",Science,0
Mark David Chapman Decides To Just Go With It After Receiving January 6 Pardon,https://theonion.com/mark-david-chapman-decides-to-just-go-with-it-after-receiving-january-6-pardon/,The Onion,,21-01-25,"BEEKMAN, NY—Upon receiving the news that his name had somehow been included in an executive order granting clemency to nearly 1,600 rioters, Mark David Chapman reportedly decided to just go with it Monday when he was pardoned alongside the Jan. 6 defendants. “Well, sure, I guess I’ll just say here that I’ve been held hostage by a crooked justice system, and, I guess, I thank President Trump for his support,” said John Lennon’s 69-year-old assassin, who shrugged and muttered “good enough” after being informed by a Green Haven Correctional Facility guard that his lifetime sentence for the brutal slaying of the musician and political activist had, for some reason, been commuted by the new administration. “I was a…political scapegoat? Sure, let’s go with that. In fact, if my name sounds familiar at all, it’s probably just because the liberal media has slandered me. Now let’s get back to making America great again!” Chapman announced that he was excited to work with other recently released Proud Boys and recommended all of its members start by reading J.D. Salinger’sThe Catcher In The Rye.

",Politics,0
Alarming Study Finds Only 1 In 4 Americans Can Get A Motherfuckin’ ‘Hell Yeah’,https://theonion.com/alarming-study-finds-only-1-in-4-americans-can-get-a-motherfuckin-hell-yeah/,The Onion,,21-01-25,"CAMBRIDGE, MA—Revealing a precipitous decline in the nation’s access to a once-plentiful resource, an alarming study published Tuesday by Harvard’s T.H. Chan School of Public Health found that only one in four Americans can get a motherfuckin’ “hell yeah.” “It’s no secret that peer enthusiasm is harder to come by than it was in previous decades, but even then, we were shocked to find a full 75% of Americans could only get a half-hearted ‘nice’ for situations that would have had people raising the motherfuckin’ roof just a decade ago,” said the study’s lead author, Professor Jessica Landers, adding that weak-ass responses like “okay” and “whatever” had exploded in frequency while “hell yeah” equivalents such as “BOOYAH” and “let’s fucking go” showed similar scarcity. “These findings are deeply troubling. As recently as the 1990s, Americans could reliably expect to not only get a motherfuckin’ ‘hell yeah’ from their homies, but also get a little skin up top. Now they’re being met with eye rolls and awkward silences, and for many, a ‘hell yeah’ is out of reach no matter how hard they beg their buddies not to leave a motherfucka hangin’.” Landers went on to urge policymakers to at least give her a “damn dude, that sucks.”

",Science,0
Confused Trump Autographs Swearing-In Bible Before Handing It Back To Justice Roberts,https://theonion.com/confused-trump-autographs-swearing-in-bible-before-handing-it-back-to-justice-roberts/,The Onion,,20-01-25,"WASHINGTON—Hampering the chief justice’s efforts to swear him in for a second term, President-elect Donald Trump autographed the inaugural Bible before handing it back to John Roberts, sources confirmed Monday. “There you go—all yours,”  said Trump, who took the Bible from Roberts, pulled a Sharpie out of his suit pocket, opened the book, and scribbled his signature across the title page. “I wrote this in 1997. It’s a good one too. You want a note? I can add a note too. ‘To my good friend Robert.’ All right. Take care, now.” At press time, Trump was reportedly annoyed that the chief justice was still standing there staring expectantly at him.

",Politics,0
JD Vance Sworn In On Stack Of Printed 4chan Greentexts,https://theonion.com/jd-vance-sworn-in-on-stack-of-printed-4chan-greentexts/,The Onion,,20-01-25,"WASHINGTON—Placing his right hand on the collection of posts taken from the controversial message board, JD Vance was reportedly sworn in as vice president Monday on a stack of printed-out 4chan greentexts. “I, James David Vance, do solemnly swear that I will support and defend the Constitution of the United States against all enemies, foreign and domestic,” he said, appearing to grow emotional as he glanced down at the stack of screeds from self-described beta males, which were filled with Wojak memes and countless “Be Me” stories bemoaning relationships with woke women—hundreds of pages that Vance had annotated himself over the years, often with sketches of the website’s iconic Pedobear character. “I will well and faithfully discharge the duties of the office on which I am about to enter. So help me Pepe—whoops, I mean God. Sorry. Doing it for the lulz.” Justice Brett Kavanaugh, who administered the oath, reportedly smiled and nodded in approval after catching sight of several explicit screenshots from /h/ peeking out from the pile.

",Politics,0
Trump Rolls Onto Capitol Steps In Bulletproof Sphere,https://theonion.com/trump-rolls-onto-capitol-steps-in-bulletproof-sphere/,The Onion,,20-01-25,,Politics,0
Inauguration Begins With Moment Of Silent Gloating,https://theonion.com/inauguration-begins-with-moment-of-silent-gloating/,The Onion,,20-01-25,,Politics,0
Revelations From Pope Francis’s New Memoir,https://theonion.com/revelations-from-pope-franciss-new-memoir/,The Onion,,20-01-25,"Pope Francis has published his memoir,Hope, making him the first pope to publish an autobiography. Here are the biggest revelations from the new release:

Became interested in Catholicism after getting possessed by the devil as a child

Began career as an executive assistant to the angel Gabriel

Crashed the popemobile into a 7-Eleven the first time he tried to drive it

Honestly gets pretty weirded out by adult converts

Has lip-synced dozens of homilies over a backing track

Regrets picking papal name Francis instead of much cooler name like Ryder

The best advice God ever gave him was “consider becoming the pope”

Shares his secret recipe for Hatch chile infused-communion wafers

Accidentally converted to Judaism in 2002

",World News,0
"Egyptologists Unearth Depictions Of Simple Ramps, Levers Aliens Used To Build Pyramids",https://theonion.com/egyptologists-unearth-depictions-of-simple-ramps-levers-aliens-used-to-build-pyramids/,The Onion,,17-01-25,"CAIRO—Finally solving the mystery of how such architectural wonders could have been built with primitive tools in ancient times, Egyptologists from Cambridge University announced Thursday that they had unearthed depictions of the simple ramps and levers that aliens used to build the pyramids at Giza. “Shortly after traveling to Earth in their quantum-drive spaceships, extraterrestrials must have unloaded the ropes, inclined planes, and primitive copper tools we see pictured here,” Professor Giles Egerton said as he pointed to the ancient hieroglyphs etched into a newly discovered limestone tablet, adding that the skeptics who doubted the ancient Egyptians’ ability to erect the pyramids without alien assistance had been vindicated. “Looking back now, it’s laughable to think we once seriously considered that Egyptians in 2500 B.C. might have had the means to build these structures on their own. This ancient mystery can be neatly explained by a few simple machines and the intense physical labor of tens of thousands of invading alien troops.” Going on to acknowledge the genuine achievements of ancient Egyptians, Egerton noted that these Bronze Age humans had succeeded in using gravity cannons and proton rays to build the Great Sphinx in a single afternoon.

",Science,0
